"voyage_id","date_vessels_voyage_began","date_vessel_arrived_with_captives","year_of_arrival_at_port_of_disembarkation","total_embarked_18","total_disembarked","derived_duration","slaves_died_during_middle_passage","mortality_rate","if_res","days_since_bg","days_since_end"
42994,1540-01-01,1541-01-01,1541,160,150,31622400,10,0.0625,0,0,3.66
41648,1548-01-01,1549-02-27,1549,314,251,36547200,63,0.200636942675159,0,29.22,33.45
41649,1548-01-01,1549-03-22,1549,380,304,38534400,76,0.2,0,29.22,33.68
29647,1548-01-01,1549-04-14,1549,120,89,40521600,31,0.258333333333333,0,29.22,33.91
41657,1549-01-01,1549-06-07,1549,329,263,13564800,66,0.200607902735562,0,32.88,34.45
41659,1549-01-01,1549-12-19,1549,358,286,30412800,72,0.201117318435754,0,32.88,36.4
41665,1549-01-01,1550-02-13,1550,410,328,35251200,82,0.2,0,32.88,36.96
41666,1549-01-01,1550-02-12,1550,525,420,35164800,105,0.2,0,32.88,36.95
41667,1549-01-01,1550-02-19,1550,363,290,35769600,73,0.201101928374656,0,32.88,37.02
42993,1551-01-01,1552-12-01,1552,107,80,60480000,27,0.252336448598131,0,40.18,47.18
42133,1553-01-01,1554-01-19,1554,359,287,33091200,72,0.200557103064067,0,47.49,51.32
42134,1553-01-01,1554-04-29,1554,359,287,41731200,72,0.200557103064067,0,47.49,52.32
42135,1553-01-01,1554-05-02,1554,359,287,41990400,72,0.200557103064067,0,47.49,52.35
42136,1553-01-01,1554-06-01,1554,359,287,44582400,72,0.200557103064067,0,47.49,52.65
42137,1554-01-01,1554-12-08,1554,359,287,29462400,72,0.200557103064067,0,51.14,54.55
42501,1555-01-01,1555-06-14,1555,359,287,14169600,72,0.200557103064067,0,54.79,56.43
42502,1555-01-01,1555-07-09,1555,359,287,16329600,72,0.200557103064067,0,54.79,56.68
42503,1555-01-01,1555-11-01,1555,155,115,26265600,40,0.258064516129032,0,54.79,57.83
42505,1557-01-01,1557-10-13,1557,359,287,24624000,72,0.200557103064067,0,62.1,64.95
42506,1558-01-01,1559-05-30,1559,359,287,44409600,72,0.200557103064067,0,65.75,70.89
42889,1558-01-01,1559-06-25,1559,359,287,46656000,72,0.200557103064067,0,65.75,71.15
42890,1558-01-01,1559-06-13,1559,359,287,45619200,72,0.200557103064067,0,65.75,71.03
42891,1558-01-01,1559-06-13,1559,359,287,45619200,72,0.200557103064067,0,65.75,71.03
42892,1558-01-01,1559-05-30,1559,359,287,44409600,72,0.200557103064067,0,65.75,70.89
42888,1559-01-01,1560-06-30,1560,359,287,47174400,72,0.200557103064067,0,69.4,74.86
42878,1562-01-01,1562-11-14,1562,359,287,27388800,72,0.200557103064067,0,80.36,83.53
42879,1562-01-01,1562-11-13,1562,359,287,27302400,72,0.200557103064067,0,80.36,83.52
42880,1562-01-01,1562-10-22,1562,359,287,25401600,72,0.200557103064067,0,80.36,83.3
42881,1562-01-01,1562-10-02,1562,359,287,23673600,72,0.200557103064067,0,80.36,83.1
42882,1562-01-01,1562-09-13,1562,359,287,22032000,72,0.200557103064067,0,80.36,82.91
42883,1562-01-01,1562-09-07,1562,359,287,21513600,72,0.200557103064067,0,80.36,82.85
42885,1562-01-01,1562-05-01,1562,359,287,10368000,72,0.200557103064067,0,80.36,81.56
42886,1562-01-01,1562-02-20,1562,359,287,4320000,72,0.200557103064067,0,80.36,80.86
42887,1562-01-01,1562-02-20,1562,359,287,4320000,72,0.200557103064067,0,80.36,80.86
42986,1562-06-01,1562-08-12,1562,208,202,6220800,6,0.0288461538461538,0,81.87,82.59
98836,1562-10-01,1563-04-01,1563,100,93,15724800,7,0.07,0,83.09,84.91
98837,1562-10-01,1563-04-01,1563,100,93,15724800,7,0.07,0,83.09,84.91
98838,1562-10-01,1563-04-01,1563,100,93,15724800,7,0.07,0,83.09,84.91
42857,1563-01-01,1564-07-31,1564,359,287,49852800,72,0.200557103064067,0,84.01,89.78
42875,1563-01-01,1563-08-23,1563,359,287,20217600,72,0.200557103064067,0,84.01,86.35
42876,1563-01-01,1563-07-31,1563,359,287,18230400,72,0.200557103064067,0,84.01,86.12
42877,1563-01-01,1563-07-31,1563,359,287,18230400,72,0.200557103064067,0,84.01,86.12
42845,1564-01-01,1564-08-30,1564,359,287,20908800,72,0.200557103064067,0,87.66,90.08
42849,1564-01-01,1564-09-09,1564,359,287,21772800,72,0.200557103064067,0,87.66,90.18
42856,1564-01-01,1564-08-30,1564,359,287,20908800,72,0.200557103064067,0,87.66,90.08
98839,1564-10-18,1565-04-02,1565,100,92,14342400,8,0.08,0,90.57,92.23
98840,1564-10-18,1565-04-02,1565,100,92,14342400,8,0.08,0,90.57,92.23
98841,1564-10-18,1565-04-02,1565,100,93,14342400,7,0.07,0,90.57,92.23
98842,1564-10-18,1565-04-02,1565,100,93,14342400,7,0.07,0,90.57,92.23
42844,1565-01-01,1566-02-11,1566,359,287,35078400,72,0.200557103064067,0,91.32,95.38
42848,1565-01-01,1565-09-20,1565,359,287,22636800,72,0.200557103064067,0,91.32,93.94
42850,1565-01-01,1565-10-20,1565,359,287,25228800,72,0.200557103064067,0,91.32,94.24
28058,1565-01-01,1565-04-23,1565,400,298,9676800,102,0.255,1,91.32,92.44
42851,1567-01-01,1567-07-03,1567,359,287,15811200,72,0.200557103064067,0,98.62,100.45
98846,1567-10-02,1568-01-01,1568,78,54,7862400,24,0.307692307692308,0,101.36,102.27
98848,1567-10-02,1568-01-01,1568,78,54,7862400,24,0.307692307692308,0,101.36,102.27
98849,1567-10-02,1568-01-01,1568,78,54,7862400,24,0.307692307692308,0,101.36,102.27
98850,1567-10-02,1568-01-01,1568,78,54,7862400,24,0.307692307692308,0,101.36,102.27
98851,1567-10-02,1568-01-01,1568,359,287,7862400,72,0.200557103064067,0,101.36,102.27
42855,1569-01-01,1569-06-01,1569,414,331,13046400,83,0.20048309178744,0,105.93,107.44
42858,1569-01-01,1569-07-31,1569,363,290,18230400,73,0.201101928374656,0,105.93,108.04
42859,1569-01-01,1569-07-31,1569,510,408,18230400,102,0.2,0,105.93,108.04
42860,1569-01-01,1569-08-12,1569,529,423,19267200,106,0.200378071833648,0,105.93,108.16
42861,1570-01-01,1570-01-29,1570,576,461,2419200,115,0.199652777777778,0,109.58,109.86
42862,1571-01-01,1571-12-28,1571,575,460,31190400,115,0.2,0,113.23,116.84
42570,1572-01-01,1573-09-01,1573,263,210,52617600,53,0.201520912547529,0,116.88,122.97
42863,1572-01-01,1572-10-10,1572,396,317,24451200,79,0.19949494949495,0,116.88,119.71
29582,1572-01-01,1573-01-01,1573,367,294,31622400,73,0.198910081743869,0,116.88,120.54
28054,1572-01-01,1572-07-26,1572,359,287,17884800,72,0.200557103064067,0,116.88,118.95
28055,1574-01-01,1575-02-17,1575,361,289,35596800,72,0.199445983379501,0,124.19,128.31
42864,1574-01-01,1574-08-11,1574,470,376,19180800,94,0.2,0,124.19,126.41
42865,1574-01-01,1575-02-23,1575,344,276,36115200,68,0.197674418604651,0,124.19,128.37
29646,1574-01-01,1575-12-16,1575,304,243,61689600,61,0.200657894736842,0,124.19,131.33
42737,1575-01-01,1575-10-01,1575,600,100,23587200,500,0.833333333333333,0,127.84,130.57
42717,1578-08-09,1578-12-01,1578,284,227,9849600,57,0.200704225352113,0,141,142.14
42557,1579-01-01,1579-08-01,1579,359,287,18316800,72,0.200557103064067,0,142.45,144.57
42869,1582-01-01,1583-01-01,1583,359,287,31536000,72,0.200557103064067,0,153.41,157.06
28056,1584-01-01,1585-03-20,1585,359,287,38361600,72,0.200557103064067,0,160.71,165.15
28057,1584-01-01,1585-03-06,1585,359,287,37152000,72,0.200557103064067,0,160.71,165.01
28059,1584-01-01,1585-04-10,1585,359,287,40176000,72,0.200557103064067,0,160.71,165.36
28060,1584-06-06,1585-02-17,1585,359,287,22118400,72,0.200557103064067,0,162.28,164.84
42559,1585-01-01,1585-09-01,1585,359,287,20995200,72,0.200557103064067,0,164.37,166.8
98831,1585-01-01,1587-01-01,1587,359,287,63072000,72,0.200557103064067,0,164.37,171.67
28061,1585-01-01,1586-05-30,1586,359,287,44409600,72,0.200557103064067,0,164.37,169.51
28062,1585-01-01,1586-05-28,1586,359,287,44236800,72,0.200557103064067,0,164.37,169.49
28216,1585-06-01,1586-09-01,1586,359,287,39484800,72,0.200557103064067,0,165.88,170.45
28068,1586-01-01,1587-07-26,1587,597,478,49334400,119,0.199329983249581,0,168.02,173.73
28072,1586-01-01,1588-01-04,1588,498,398,63331200,100,0.200803212851406,0,168.02,175.35
41935,1586-01-01,1587-01-01,1587,328,262,31536000,66,0.201219512195122,0,168.02,171.67
28064,1586-01-01,1587-03-08,1587,359,287,37238400,72,0.200557103064067,0,168.02,172.33
28065,1586-01-01,1587-04-15,1587,699,520,40521600,179,0.256080114449213,0,168.02,172.71
28066,1586-04-23,1587-04-27,1587,359,287,31881600,72,0.200557103064067,1,169.14,172.83
28073,1587-01-01,1588-08-16,1588,451,360,51235200,91,0.201773835920177,0,171.67,177.6
29783,1587-01-01,1587-08-05,1587,400,320,18662400,80,0.2,0,171.67,173.83
28069,1588-01-01,1588-06-18,1588,392,314,14601600,78,0.198979591836735,0,175.32,177.01
28077,1588-01-01,1588-12-23,1588,287,230,30844800,57,0.198606271777003,0,175.32,178.89
28085,1588-01-01,1589-06-14,1589,288,230,45792000,58,0.201388888888889,0,175.32,180.62
28086,1588-01-01,1589-03-13,1589,394,315,37756800,79,0.200507614213198,0,175.32,179.69
28088,1588-01-01,1589-06-27,1589,506,405,46915200,101,0.199604743083004,0,175.32,180.75
28089,1588-01-01,1589-03-26,1589,507,406,38880000,101,0.199211045364892,0,175.32,179.82
29788,1588-01-01,1589-01-18,1589,411,329,33091200,82,0.199513381995134,0,175.32,179.15
29577,1588-02-01,1588-05-17,1588,359,287,9158400,72,0.200557103064067,0,175.63,176.69
28087,1589-01-01,1589-06-20,1589,140,104,14688000,36,0.257142857142857,0,178.98,180.68
28092,1589-01-01,1590-06-10,1590,260,208,45360000,52,0.2,0,178.98,184.23
28094,1589-01-01,1590-07-23,1590,345,276,49075200,69,0.2,0,178.98,184.66
28095,1589-01-01,1590-04-15,1590,291,233,40521600,58,0.199312714776632,0,178.98,183.67
28096,1589-01-01,1590-05-05,1590,230,184,42249600,46,0.2,0,178.98,183.87
28098,1589-01-01,1591-03-23,1591,356,285,70070400,71,0.199438202247191,0,178.98,187.09
28090,1590-01-01,1590-04-13,1590,338,270,8812800,68,0.201183431952663,0,182.63,183.65
28097,1591-01-01,1591-11-09,1591,464,371,26956800,93,0.200431034482759,0,186.28,189.4
28100,1591-01-01,1593-08-28,1593,329,263,83808000,66,0.200607902735562,0,186.28,195.98
28101,1591-01-01,1593-03-20,1593,380,304,69897600,76,0.2,0,186.28,194.37
28105,1591-01-01,1593-01-01,1593,464,371,63158400,93,0.200431034482759,0,186.28,193.59
28114,1591-01-01,1594-12-15,1594,323,258,124761600,65,0.201238390092879,0,186.28,200.72
28116,1591-01-01,1595-02-12,1595,397,317,129859200,80,0.201511335012594,0,186.28,201.31
28102,1592-01-01,1593-04-21,1593,339,271,41126400,68,0.200589970501475,0,189.93,194.69
28103,1592-01-01,1593-08-14,1593,347,278,51062400,69,0.198847262247839,0,189.93,195.84
28106,1592-01-01,1593-06-03,1593,50,40,44841600,10,0.2,0,189.93,195.12
28112,1592-01-01,1594-03-21,1594,329,263,69984000,66,0.200607902735562,0,189.93,198.03
28113,1592-01-01,1594-04-06,1594,50,40,71366400,10,0.2,0,189.93,198.19
29789,1592-01-01,1593-05-01,1593,371,297,41990400,74,0.199460916442049,0,189.93,194.79
29791,1592-02-19,1593-08-21,1593,310,248,47433600,62,0.2,0,190.42,195.91
29798,1592-03-20,1593-05-05,1593,363,290,35510400,73,0.201101928374656,0,190.72,194.83
29797,1592-04-29,1593-09-04,1593,355,284,42595200,71,0.2,0,191.12,196.05
29790,1592-05-03,1593-08-22,1593,346,277,41126400,69,0.199421965317919,0,191.16,195.92
28107,1593-01-01,1594-05-19,1594,5,4,43459200,1,0.2,0,193.59,198.62
28108,1593-01-01,1594-05-24,1594,255,204,43891200,51,0.2,0,193.59,198.67
29799,1593-11-15,1594-05-19,1594,38,30,15984000,8,0.210526315789474,0,196.77,198.62
28117,1594-01-01,1595-04-03,1595,296,236,39484800,60,0.202702702702703,0,197.24,201.81
29001,1594-01-01,1595-06-13,1595,329,263,45619200,66,0.200607902735562,0,197.24,202.52
29002,1594-01-01,1595-07-20,1595,312,250,48816000,62,0.198717948717949,0,197.24,202.89
29003,1594-01-01,1595-07-28,1595,338,270,49507200,68,0.201183431952663,0,197.24,202.97
29005,1594-01-01,1595-10-14,1595,287,230,56246400,57,0.198606271777003,0,197.24,203.75
29007,1594-01-01,1595-11-16,1595,621,497,59097600,124,0.199677938808374,0,197.24,204.08
29011,1594-01-01,1596-04-21,1596,346,277,72662400,69,0.199421965317919,0,197.24,205.65
29013,1594-01-01,1596-03-07,1596,164,287,68774400,-123,-0.75,0,197.24,205.2
29004,1594-11-07,1595-09-29,1595,279,223,28166400,56,0.200716845878136,0,200.34,203.6
29006,1595-01-01,1595-11-30,1595,355,284,28771200,71,0.2,0,200.89,204.22
29008,1595-01-01,1595-12-24,1595,256,205,30844800,51,0.19921875,0,200.89,204.46
29012,1595-01-01,1596-04-21,1596,296,236,41126400,60,0.202702702702703,0,200.89,205.65
29025,1595-04-22,1597-05-07,1597,355,284,64454400,71,0.2,0,202,209.46
29015,1595-04-29,1596-07-20,1596,371,297,38707200,74,0.199460916442049,0,202.07,206.55
29152,1595-08-17,1596-07-25,1596,413,331,29635200,82,0.198547215496368,0,203.17,206.6
29167,1595-08-31,1596-11-19,1596,346,277,38534400,69,0.199421965317919,0,203.31,207.77
29017,1595-09-06,1596-08-21,1596,417,333,30240000,84,0.201438848920863,0,203.37,206.87
29009,1595-09-16,1596-04-05,1596,338,270,17452800,68,0.201183431952663,0,203.47,205.49
29019,1595-10-07,1596-11-21,1596,419,336,35510400,83,0.198090692124105,0,203.68,207.79
29018,1595-11-11,1596-11-14,1596,498,398,31881600,100,0.200803212851406,0,204.03,207.72
29038,1595-12-11,1597-11-03,1597,430,344,59875200,86,0.2,0,204.33,211.26
29104,1596-01-01,1600-12-13,1600,413,331,156211200,82,0.198547215496368,0,204.54,222.62
29153,1596-01-12,1597-02-06,1597,392,314,33782400,78,0.198979591836735,0,204.65,208.56
29014,1596-01-30,1596-05-14,1596,510,408,9072000,102,0.2,0,204.83,205.88
29022,1596-01-30,1597-03-28,1597,456,364,36547200,92,0.201754385964912,0,204.83,209.06
29020,1596-03-02,1596-12-31,1596,338,270,26265600,68,0.201183431952663,0,205.15,208.19
29021,1596-03-02,1597-01-20,1597,440,352,27993600,88,0.2,0,205.15,208.39
29023,1596-03-02,1597-04-08,1597,458,367,34732800,91,0.198689956331878,0,205.15,209.17
29024,1596-03-02,1597-05-05,1597,481,385,37065600,96,0.1995841995842,0,205.15,209.44
29027,1596-03-02,1597-05-27,1597,384,307,38966400,77,0.200520833333333,0,205.15,209.66
29034,1596-03-02,1597-08-03,1597,532,426,44841600,106,0.199248120300752,0,205.15,210.34
29063,1596-03-06,1599-03-09,1599,346,277,94867200,69,0.199421965317919,0,205.19,216.17
29053,1596-05-22,1598-09-29,1598,397,317,74304000,80,0.201511335012594,0,205.96,214.56
42735,1596-05-29,1597-12-01,1597,346,277,47606400,69,0.199421965317919,0,206.03,211.54
29029,1596-09-24,1597-06-06,1597,375,300,22032000,75,0.2,0,207.21,209.76
29028,1596-10-15,1597-06-06,1597,384,307,20217600,77,0.200520833333333,0,207.42,209.76
29030,1596-10-15,1597-06-12,1597,412,329,20736000,83,0.201456310679612,0,207.42,209.82
29157,1596-11-24,1598-05-26,1598,359,287,47347200,72,0.200557103064067,0,207.82,213.3
29046,1596-12-09,1598-05-18,1598,481,385,45360000,96,0.1995841995842,0,207.97,213.22
29056,1596-12-20,1598-12-18,1598,439,351,62899200,88,0.200455580865604,0,208.08,215.36
29163,1596-12-30,1597-06-08,1597,375,300,13824000,75,0.2,0,208.18,209.78
29037,1597-01-26,1597-09-26,1597,356,285,20995200,71,0.199438202247191,0,208.45,210.88
29126,1597-02-06,1597-06-29,1597,371,297,12355200,74,0.199460916442049,0,208.56,209.99
29036,1597-02-27,1597-08-23,1597,486,389,15292800,97,0.199588477366255,0,208.77,210.54
29127,1597-03-07,1598-07-01,1598,413,331,41558400,82,0.198547215496368,0,208.85,213.66
29165,1597-03-08,1598-07-09,1598,371,297,42163200,74,0.199460916442049,0,208.86,213.74
29128,1597-03-11,1598-07-25,1598,338,270,43286400,68,0.201183431952663,0,208.89,213.9
29032,1597-03-12,1597-07-18,1597,355,284,11059200,71,0.2,0,208.9,210.18
29054,1597-03-12,1598-10-29,1598,439,351,51494400,88,0.200455580865604,0,208.9,214.86
29161,1597-03-12,1598-07-30,1598,430,344,43632000,86,0.2,0,208.9,213.95
29042,1597-03-14,1598-02-10,1598,490,392,28771200,98,0.2,0,208.92,212.25
29129,1597-08-02,1598-07-31,1598,371,297,31363200,74,0.199460916442049,0,210.33,213.96
29066,1597-08-21,1599-03-27,1599,347,278,50371200,69,0.198847262247839,0,210.52,216.35
29077,1597-09-12,1599-09-15,1599,319,255,63331200,64,0.200626959247649,0,210.74,218.07
29130,1597-09-22,1598-08-01,1598,384,307,27043200,77,0.200520833333333,0,210.84,213.97
29059,1597-10-08,1598-12-24,1598,371,297,38188800,74,0.199460916442049,0,211,215.42
29044,1597-11-25,1598-05-13,1598,319,255,14601600,64,0.200626959247649,0,211.48,213.17
29052,1597-12-10,1598-07-25,1598,430,344,19612800,86,0.2,0,211.63,213.9
29058,1597-12-10,1598-12-24,1598,279,223,32745600,56,0.200716845878136,0,211.63,215.42
29102,1597-12-10,1600-11-15,1600,413,331,92534400,82,0.198547215496368,0,211.63,222.34
29131,1597-12-10,1598-08-11,1598,371,297,21081600,74,0.199460916442049,0,211.63,214.07
29156,1597-12-10,1599-05-01,1599,371,297,43804800,74,0.199460916442049,0,211.63,216.7
29089,1598-01-01,1600-08-31,1600,371,297,84067200,74,0.199460916442049,0,211.85,221.58
29071,1598-03-13,1599-07-13,1599,413,331,42076800,82,0.198547215496368,0,212.56,217.43
29134,1598-03-13,1599-08-12,1599,392,314,44668800,78,0.198979591836735,0,212.56,217.73
29133,1598-03-14,1599-08-04,1599,375,300,43891200,75,0.2,0,212.57,217.65
29068,1598-03-24,1599-05-25,1599,458,367,36892800,91,0.198689956331878,0,212.67,216.94
29079,1598-04-28,1599-11-04,1599,412,329,47952000,83,0.201456310679612,0,213.02,218.57
29073,1598-04-29,1599-07-31,1599,439,351,39571200,88,0.200455580865604,0,213.03,217.61
42916,1598-05-09,1600-04-15,1600,375,300,61084800,75,0.2,0,213.13,220.2
29137,1598-06-09,1599-11-18,1599,206,287,45532800,-81,-0.393203883495146,0,213.44,218.71
29803,1598-06-09,1600-07-28,1600,375,300,67392000,75,0.2,0,213.44,221.24
29069,1598-08-01,1599-06-08,1599,371,297,26870400,74,0.199460916442049,0,213.97,217.08
29138,1598-09-02,1599-12-30,1599,384,307,41817600,77,0.200520833333333,0,214.29,219.13
29136,1598-09-04,1599-08-31,1599,384,307,31190400,77,0.200520833333333,0,214.31,217.92
29081,1598-09-05,1599-12-02,1599,363,290,39139200,73,0.201101928374656,0,214.32,218.85
29135,1598-09-05,1599-08-31,1599,338,270,31104000,68,0.201183431952663,0,214.32,217.92
29067,1598-10-02,1599-04-08,1599,329,263,16243200,66,0.200607902735562,0,214.59,216.47
29088,1598-10-02,1600-03-19,1600,413,331,46137600,82,0.198547215496368,0,214.59,219.93
29142,1598-10-02,1600-09-11,1600,363,290,61344000,73,0.201101928374656,0,214.59,221.69
29098,1598-10-09,1600-09-01,1600,397,317,59875200,80,0.201511335012594,0,214.66,221.59
29093,1598-10-17,1600-05-20,1600,413,331,50198400,82,0.198547215496368,0,214.74,220.55
29132,1598-10-23,1599-06-30,1599,430,344,21600000,86,0.2,0,214.8,217.3
41923,1598-11-14,1600-01-01,1600,350,280,35683200,70,0.2,0,215.02,219.15
29116,1598-11-27,1601-02-19,1601,371,297,70416000,74,0.199460916442049,0,215.15,223.3
29155,1598-12-02,1600-04-02,1600,356,285,42076800,71,0.199438202247191,0,215.2,220.07
29075,1599-02-01,1599-08-20,1599,329,263,17280000,66,0.200607902735562,0,215.81,217.81
29139,1599-02-01,1600-01-19,1600,375,300,30412800,75,0.2,0,215.81,219.33
29092,1599-02-04,1600-05-19,1600,384,307,40608000,77,0.200520833333333,0,215.84,220.54
29119,1599-03-14,1601-04-24,1601,329,263,66700800,66,0.200607902735562,0,216.22,223.94
29140,1599-04-30,1600-05-26,1600,319,255,33868800,64,0.200626959247649,0,216.69,220.61
29085,1599-06-12,1600-03-05,1600,319,255,23068800,64,0.200626959247649,0,217.12,219.79
29103,1599-06-15,1600-12-07,1600,375,300,46742400,75,0.2,0,217.15,222.56
29099,1599-08-16,1600-09-29,1600,375,300,35424000,75,0.2,0,217.77,221.87
29101,1599-08-17,1600-11-02,1600,347,278,38275200,69,0.198847262247839,0,217.78,222.21
29111,1599-09-30,1601-02-01,1601,312,250,42336000,62,0.198717948717949,0,218.22,223.12
29100,1599-10-08,1600-09-29,1600,328,263,30844800,65,0.198170731707317,0,218.3,221.87
29105,1599-10-08,1600-12-24,1600,356,285,38275200,71,0.199438202247191,0,218.3,222.73
29117,1599-10-08,1601-02-28,1601,356,285,43977600,71,0.199438202247191,0,218.3,223.39
29144,1599-10-31,1601-04-15,1601,357,286,45964800,71,0.198879551820728,0,218.53,223.85
29091,1599-11-05,1600-04-16,1600,464,371,14083200,93,0.200431034482759,0,218.58,220.21
29112,1599-11-05,1601-02-12,1601,338,270,40176000,68,0.201183431952663,0,218.58,223.23
29114,1599-11-05,1601-02-16,1601,356,285,40521600,71,0.199438202247191,0,218.58,223.27
29143,1599-11-11,1600-09-11,1600,384,307,26352000,77,0.200520833333333,0,218.64,221.69
29108,1599-11-19,1601-01-15,1601,346,277,36547200,69,0.199421965317919,0,218.72,222.95
29094,1599-12-02,1600-05-30,1600,304,243,15552000,61,0.200657894736842,0,218.85,220.65
29124,1599-12-02,1601-07-11,1601,346,277,50716800,69,0.199421965317919,0,218.85,224.72
29141,1600-01-14,1600-07-17,1600,343,274,15984000,69,0.201166180758017,0,219.28,221.13
29121,1600-02-11,1601-06-12,1601,347,278,42076800,69,0.198847262247839,0,219.56,224.43
29122,1600-03-14,1601-06-15,1601,338,270,39571200,68,0.201183431952663,0,219.88,224.46
29123,1600-06-20,1601-07-11,1601,338,270,33350400,68,0.201183431952663,0,220.86,224.72
29110,1600-08-22,1601-02-01,1601,291,233,14083200,58,0.199312714776632,0,221.49,223.12
29109,1600-09-20,1601-01-26,1601,338,270,11059200,68,0.201183431952663,0,221.78,223.06
29150,1600-09-20,1601-09-17,1601,397,317,31276800,80,0.201511335012594,0,221.78,225.4
29509,1600-09-20,1602-05-13,1602,356,285,51840000,71,0.199438202247191,0,221.78,227.78
29511,1600-09-20,1602-06-22,1602,380,304,55296000,76,0.2,0,221.78,228.18
29120,1600-10-15,1601-05-22,1601,356,285,18921600,71,0.199438202247191,0,222.03,224.22
29151,1600-10-15,1601-11-24,1601,385,308,34992000,77,0.2,0,222.03,226.08
40690,1600-12-06,1602-05-07,1602,400,320,44668800,80,0.2,0,222.55,227.72
40692,1600-12-06,1602-05-27,1602,304,243,46396800,61,0.200657894736842,0,222.55,227.92
29513,1601-02-08,1602-07-17,1602,439,351,45273600,88,0.200455580865604,0,223.19,228.43
29171,1604-01-01,1605-05-22,1605,329,263,43804800,66,0.200607902735562,0,233.76,238.83
29174,1604-01-01,1605-08-20,1605,338,270,51580800,68,0.201183431952663,0,233.76,239.73
29175,1604-01-01,1605-08-23,1605,296,236,51840000,60,0.202702702702703,0,233.76,239.76
29538,1604-08-16,1605-01-01,1605,395,316,11923200,79,0.2,0,236.04,237.42
42853,1605-01-01,1606-03-24,1606,335,268,38620800,67,0.2,0,237.42,241.89
42968,1605-01-01,1605-09-01,1605,402,321,20995200,81,0.201492537313433,0,237.42,239.85
29188,1606-01-01,1608-12-31,1608,300,124,94608000,176,0.586666666666667,0,241.07,252.02
29487,1606-01-01,1609-05-16,1609,346,277,106358400,69,0.199421965317919,0,241.07,253.38
28121,1608-01-01,1609-08-22,1609,359,287,51753600,72,0.200557103064067,0,248.37,254.36
29315,1608-01-01,1609-01-01,1609,359,287,31622400,72,0.200557103064067,0,248.37,252.03
29820,1608-01-01,1610-03-24,1610,380,304,70243200,76,0.2,0,248.37,256.5
42828,1609-01-01,1610-07-01,1610,248,198,47174400,50,0.201612903225806,0,252.03,257.49
29521,1609-01-01,1609-09-18,1609,397,317,22464000,80,0.201511335012594,0,252.03,254.63
29844,1609-01-01,1611-01-01,1611,339,271,63072000,68,0.200589970501475,0,252.03,259.33
29852,1609-01-01,1611-08-09,1611,380,304,82080000,76,0.2,0,252.03,261.53
29863,1609-01-01,1609-07-01,1609,430,344,15638400,86,0.2,0,252.03,253.84
29870,1609-01-01,1609-07-31,1609,359,287,18230400,72,0.200557103064067,0,252.03,254.14
29861,1610-01-01,1610-09-24,1610,359,287,22982400,72,0.200557103064067,0,255.68,258.34
28128,1611-01-01,1613-01-01,1613,359,287,63158400,72,0.200557103064067,0,259.33,266.64
29226,1611-01-01,1613-09-20,1613,343,274,85795200,69,0.201166180758017,0,259.33,269.26
41970,1613-01-01,1613-01-16,1613,345,276,1296000,69,0.2,0,266.64,266.79
11357,1614-01-01,1615-01-01,1615,359,287,31536000,72,0.200557103064067,0,270.29,273.94
28148,1615-01-01,1615-12-28,1615,371,297,31190400,74,0.199460916442049,0,273.94,277.55
29230,1615-01-01,1616-08-29,1616,397,317,52358400,80,0.201511335012594,0,273.94,280
28130,1616-01-01,1617-10-01,1617,397,317,55209600,80,0.201511335012594,0,277.59,283.98
28131,1616-01-01,1617-06-05,1617,413,331,45014400,82,0.198547215496368,0,277.59,282.8
28155,1616-01-01,1617-05-15,1617,371,297,43200000,74,0.199460916442049,0,277.59,282.59
28156,1616-01-01,1617-08-22,1617,371,297,51753600,74,0.199460916442049,0,277.59,283.58
28158,1616-01-01,1617-03-12,1617,413,331,37670400,82,0.198547215496368,0,277.59,281.95
28161,1616-01-01,1617-07-02,1617,413,331,47347200,82,0.198547215496368,0,277.59,283.07
28162,1616-01-01,1617-04-19,1617,346,277,40953600,69,0.199421965317919,0,277.59,282.33
28163,1616-01-01,1617-01-21,1617,413,331,33350400,82,0.198547215496368,0,277.59,281.45
29231,1616-01-01,1616-09-20,1616,351,281,22723200,70,0.199430199430199,0,277.59,280.22
29238,1616-01-01,1618-01-01,1618,339,271,63158400,68,0.200589970501475,0,277.59,284.9
29240,1616-01-01,1618-04-01,1618,371,297,70934400,74,0.199460916442049,0,277.59,285.8
29242,1616-01-01,1618-07-27,1618,397,317,81043200,80,0.201511335012594,0,277.59,286.97
29247,1616-01-01,1619-04-25,1619,368,294,104544000,74,0.201086956521739,0,277.59,289.69
29527,1616-01-01,1616-03-10,1616,359,287,5961600,72,0.200557103064067,0,277.59,278.28
29883,1616-01-01,1617-01-01,1617,430,344,31622400,86,0.2,0,277.59,281.25
29888,1616-01-01,1616-05-21,1616,413,331,12182400,82,0.198547215496368,0,277.59,279
29894,1616-01-01,1616-09-12,1616,413,331,22032000,82,0.198547215496368,0,277.59,280.14
29237,1616-02-14,1617-09-29,1617,365,292,51235200,73,0.2,0,278.03,283.96
29239,1616-03-08,1618-04-01,1618,380,304,65145600,76,0.2,0,278.26,285.8
28164,1616-03-10,1617-05-15,1617,380,304,37238400,76,0.2,0,278.28,282.59
28157,1616-03-11,1617-03-14,1617,430,344,31795200,86,0.2,0,278.29,281.97
